time,price,return,dividend
2020-01-31,103.33587841637095,0.033358784163709486,0.0008498234060509287
2020-02-29,111.3688286030214,0.07773631298011817,0.00038974495142271207
2020-03-31,130.46522663229655,0.17146986521107285,0.00043476073562997796
2020-04-30,134.2483963045027,0.028997532674883777,5.8532273268164236e-05
2020-05-31,97.54480666187946,-0.27340058170506576,0.0004895313790590171
2020-06-30,143.7744746004397,0.4739326420401509,0.0002736032608890684
2020-07-31,133.54384159315384,-0.07115750577922528,0.00018737400907599912
2020-08-31,91.57231901964172,-0.31429021415588665,0.0008922524087145028
2020-09-30,77.72682321666208,-0.1511973918669665,0.0007898043796605805
2020-10-31,67.5931561467226,-0.13037541804187822,0.00033162802816301927
2020-11-30,72.26276832232007,0.06908409729324191,0.00026692756966503793
2020-12-31,57.85587886258268,-0.19936808116009416,1.1547312490008955e-05
2021-01-31,93.81791510919909,0.621579638121689,0.0007020823807358266
2021-02-28,114.17861009330083,0.21702352861287727,0.0005458789214277771
2021-03-31,114.82674056557207,0.00567646139449083,0.0006512514180685902
2021-04-30,121.11378605356991,0.05475245101473221,0.0008548618140135865
2021-05-31,141.26040837210854,0.16634458367627591,0.00016549950579179042
2021-06-30,226.99613316819827,0.6069338591337246,0.0006750773740413414
2021-07-31,191.12692368579297,-0.15801683042691808,0.0008735876830647004
2021-08-31,200.03742396879156,0.04662085336363783,0.00046234480753108687
2021-09-30,139.70512528643383,-0.30160505712056335,0.0009411973348745905
2021-10-31,142.9643337570334,0.02332919757895278,0.00043216976662191345
2021-11-30,231.71908908510335,0.620817465416989,0.0007568903598591368
2021-12-31,299.2306848031361,0.29135103190932116,0.00027635642120192773
2022-01-31,304.13512792437666,0.016390174438384086,2.224311591332051e-05
2022-02-28,245.5564209938037,-0.1926075009169561,0.0008598112562841352
2022-03-31,303.92424242014965,0.23769617259496864,0.0005849966038725102
2022-04-30,208.33483808776245,-0.3145172085359447,0.00034857366297769935
2022-05-31,202.64254220371583,-0.027322822895557815,0.00011415873269913701
2022-06-30,196.19883262484,-0.0317984047614147,0.0008299743036573336
2022-07-31,185.07540362113633,-0.056694674758709,0.0005951879406067787
2022-08-31,189.41000608050413,0.023420737572676598,0.0009288729425837678
2022-09-30,138.98202064371134,-0.2662371776460406,0.0004127553036574655
2022-10-31,144.01839113339994,0.036237568473692326,0.0005945183626746348
2022-11-30,93.44958472155481,-0.35112742208739683,0.0005695350046142272
2022-12-31,118.24048956022482,0.26528640991329944,0.00039002248246439684
