time,price,return,dividend
2020-01-31,104.10209698070028,0.041020969807002705,0.00011036879553062029
2020-02-29,99.80676504666431,-0.041260762833934914,0.0006828412717758783
2020-03-31,99.67506576604757,-0.0013195426237406285,0.0008318878009930567
2020-04-30,103.72964297820695,0.04067794870259801,0.0003964704325145049
2020-05-31,107.8693661231314,0.03990877656634943,0.0006735503652357258
2020-06-30,111.9866603067072,0.03816926279956016,0.00027879001477179523
2020-07-31,136.6575453020336,0.22030199782508228,0.00010172256479334829
2020-08-31,108.39699715116981,-0.20679830073344094,0.0005548277866077178
2020-09-30,123.06566938135985,0.13532360319661985,0.0006701086991883058
2020-10-31,115.0659364441292,-0.06500377381803223,0.00020685824392052766
2020-11-30,103.77161419587675,-0.09815521949657502,0.0008244143613462899
2020-12-31,105.57673205367392,0.01739510242550407,0.00010361884275155564
2021-01-31,121.47912672275456,0.1506240471716442,0.0006935534579788722
2021-02-28,137.74424068431344,0.13389225293560006,0.00042392560287487303
2021-03-31,154.34767281863012,0.12053812233332464,0.0008186426229023703
2021-04-30,166.47603040860227,0.07857816945658702,0.0009625095853063692
2021-05-31,164.33601867669822,-0.012854773907400252,0.0004177548744892227
2021-06-30,173.2760207372777,0.05440074630362886,0.00030534075079372523
2021-07-31,154.47581125709056,-0.10849862202625335,0.0008365216237184816
2021-08-31,170.12407934873013,0.10129914815981461,0.00029236808896269365
2021-09-30,160.45033682412821,-0.05686286480805651,0.0004869171657677713
2021-10-31,171.37234398283306,0.06807095189009542,0.0009360957991717548
2021-11-30,196.17511395753286,0.14473029543894422,0.0006187727389794282
2021-12-31,190.18806894126996,-0.030518881296834294,0.0009793320871115633
2022-01-31,155.45720253772564,-0.182613276410463,0.0002748660850269404
2022-02-28,149.64988757546183,-0.03735635832540164,0.00042974484507139076
2022-03-31,161.12412929851345,0.07667390807270522,0.0007678368634166149
2022-04-30,175.16148341991718,0.08712136526365223,0.000755747706521435
2022-05-31,185.80799242017315,0.06078110776632878,7.959074515461685e-05
2022-06-30,174.2195510745733,-0.06236783033204832,0.0006352849873760446
2022-07-31,175.49685607868156,0.007331582455757385,0.0006268544017192855
2022-08-31,185.94246314614782,0.05952019483917777,0.0006189130764241708
2022-09-30,192.64754099011566,0.03605996032599486,0.0009190716840993702
2022-10-31,196.70984388498692,0.02108671034155428,0.0005805785789734797
2022-11-30,186.6616516647962,-0.05108128816403168,0.0002667491014003034
2022-12-31,222.8395616681143,0.19381543922200892,0.00015397166969554742
