time,price,return,dividend
2020-01-31,92.39451828260276,-0.07605481717397232,0.0008530464556202465
2020-02-29,93.0296489177446,0.006874115985963315,0.0009523267682351682
2020-03-31,90.26535709453512,-0.029714094972599837,0.0005730746879434168
2020-04-30,88.55727927752262,-0.01892285005003211,0.0008626252083111919
2020-05-31,88.13951951934033,-0.0047173960355434315,0.0008991488876483746
2020-06-30,85.86608203006108,-0.02579362244855893,0.0008650687975094973
2020-07-31,88.09468112729058,0.02595435874725603,4.806741664428593e-05
2020-08-31,88.81502137005775,0.008176886885217368,0.00015941172639395763
2020-09-30,88.96927893280004,0.0017368409122996715,0.00017074834244685811
2020-10-31,91.03077809571984,0.0231709100899524,3.5702257434648277e-05
2020-11-30,90.13118629093604,-0.00988228183480821,0.00042398232122477377
2020-12-31,91.11420531591476,0.010906535966425789,0.0005352169501206096
2021-01-31,88.67358075994619,-0.02678643299918331,0.0005543523826542948
2021-02-28,89.38143776754313,0.007982727228679636,0.0004909950933112924
2021-03-31,92.14138556438795,0.03087831059534621,0.00040338561401690945
2021-04-30,90.68891579206378,-0.015763489591864056,0.0008597352428714582
2021-05-31,97.1072225974486,0.07077278131873392,0.0004448198280526984
2021-06-30,103.36994183798771,0.06449282631118801,0.0007217213437596037
2021-07-31,108.2883992030315,0.04758111765945013,0.0003159747787157302
2021-08-31,110.43240064553493,0.019798994705643464,0.000802805551959423
2021-09-30,115.49537654402384,0.045846833618514035,5.7908306381717626e-05
2021-10-31,118.88801754947613,0.02937469106530948,0.0008295863443151648
2021-11-30,115.9915544501254,-0.024362952289496566,0.0007986826656250446
2021-12-31,121.40653857719768,0.04668429656575225,0.0009382885014802003
2022-01-31,124.15064998035899,0.0226026656827584,0.00016524979036179288
2022-02-28,133.4945226832926,0.07526237441698312,0.0009539566607726413
2022-03-31,141.33126761656894,0.05870461780569487,0.0004951530727135777
2022-04-30,146.8516917158248,0.03906017537628509,0.0008940162681417993
2022-05-31,138.67347892491432,-0.05569028654253631,9.258807286672e-05
2022-06-30,140.55626363691724,0.013577107364720828,0.00047017802089212746
2022-07-31,130.9587678945904,-0.0682822344162403,0.0008484139041169071
2022-08-31,140.43574058701415,0.0723660801394514,0.0006108856027745835
2022-09-30,143.79731783570324,0.023936764491986652,0.00026485106566652894
2022-10-31,141.9660415231458,-0.012735121489885976,4.204577239044583e-05
2022-11-30,132.9976426369194,-0.06317284605533073,0.0007871880292922419
2022-12-31,129.05902984334884,-0.029614154923955423,0.0005568936907071962
