time,price,Returns,Dividend
04/30/19,15.44999981,,
05/31/19,13.94999981,-0.09708738,
06/30/19,12.14999962,-0.129032274,
07/31/19,6.849999905,-0.436213982,
08/31/19,5.349999905,-0.218978105,
09/30/19,6.150000095,0.149532749,
10/31/19,3.900000095,-0.365853653,
11/30/19,6.849999905,0.756410189,
12/31/19,6.150000095,-0.102189755,
01/31/20,5.300000191,-0.138211364,
02/29/20,3.849999905,-0.27358495,
03/31/20,3.099999905,-0.1948052,
04/30/20,4.199999809,0.35483869,
05/31/20,6.550000191,0.559523926,
06/30/20,10.60000038,0.618320622,
07/31/20,8.399999619,-0.207547234,
08/31/20,10.19999981,0.214285747,
09/30/20,9.550000191,-0.063725454,
10/31/20,8.75,-0.083769652,
11/30/20,9.800000191,0.120000022,
12/31/20,10.64999962,0.086734634,
01/31/21,11.19999981,0.051643212,
02/28/21,11.30000019,0.008928606,
03/31/21,9.25,-0.181415943,
04/30/21,8.350000381,-0.097297256,
05/31/21,8.649999619,0.035928051,
06/30/21,9.949999809,0.150289046,
07/31/21,8.25,-0.170854255,
08/31/21,6.099999905,-0.260606072,
09/30/21,11.89999962,0.95081964,
10/31/21,9.550000191,-0.19747895,
11/30/21,11.05000019,0.15706806,
12/31/21,15.35000038,0.389140282,
01/31/22,10.64999962,-0.306188967,
02/28/22,10.30000019,-0.032863797,
03/31/22,9.649999619,-0.063106851,
04/30/22,9.5,-0.015544003,
05/31/22,9.600000381,0.010526356,
06/30/22,8.399999619,-0.125000075,
07/31/22,8.75,0.041666714,
08/31/22,9.050000191,0.034285736,
09/30/22,8.800000191,-0.027624309,
10/31/22,8.550000191,-0.02840909,
11/30/22,8.25,-0.035087741,
12/31/22,7.900000095,-0.042424231,
01/31/23,7.050000191,-0.107594923,
02/28/23,6.800000191,-0.035460992,
03/31/23,5.800000191,-0.147058819,
04/30/23,6.949999809,0.19827579,
05/31/23,7.199999809,0.035971224,
06/30/23,7.449999809,0.034722223,
07/31/23,8.300000191,0.114094014,
08/31/23,9.050000191,0.090361444,
09/30/23,11.64999962,0.287292748,
10/31/23,11.85000038,0.017167448,
11/30/23,13.05000019,0.101265803,
12/31/23,16,0.226053622,
01/31/24,14.35000038,-0.103124976,
02/29/24,13.64999962,-0.04878054,
03/31/24,13.25,-0.029304002,
